year,TeamA,TeamB,matchup_prob
2016,1122,1396,0.07092188493405056
2016,1122,1400,0.0039620889059059075
2016,1122,1401,0.0010924987056929035
2016,1122,1403,0.00468835669649707
2016,1122,1163,0.027499241982276573
2016,1122,1314,1.892355599048218e-4
2016,1122,1421,0.5990063633633721
2016,1122,1423,0.6344618226296873
2016,1122,1425,0.05053442823637832
2016,1122,1428,3.769157731191986e-4
2016,1122,1433,0.08543166276007243
2016,1122,1437,4.6064623892099415e-4
2016,1122,1451,0.6264419561420179
2016,1122,1452,0.0012390188812451553
2016,1122,1455,0.16941287622343965
2016,1122,1458,0.013213563105981492
2016,1122,1462,6.339859052157331e-4
2016,1122,1463,0.09980086598207961
2016,1122,1114,0.06375043507032957
2016,1122,1143,0.003732571955439044
2016,1122,1274,7.971807472828021e-4
2016,1122,1292,0.6714624490704612
2016,1122,1386,0.028786282881765424
2016,1122,1355,0.12515010586721248
2016,1122,1438,5.118204383465275e-4
2016,1124,1112,0.2826327214931623
2016,1124,1122,0.9835747583499767
2016,1124,1138,0.9852026865955564
2016,1124,1139,0.8708630901569526
2016,1124,1151,0.8975580467665427
2016,1124,1153,0.8743928289272827
2016,1124,1160,0.8979749572021392
2016,1124,1167,0.987319558743975
2016,1124,1173,0.6295724845714731
2016,1124,1181,0.008911972588163682
2016,1124,1195,0.9823059781724521
2016,1124,1201,0.990956759577531
2016,1124,1211,0.7764234963335646
2016,1124,1453,0.9875049065641944
2016,1124,1214,0.9816564302752754
2016,1124,1218,0.9652514609482261
2016,1124,1221,0.9812178359564996
2016,1124,1231,0.3410354004242899
2016,1124,1233,0.9927879721217977
2016,1124,1234,0.5557560721109436
2016,1124,1235,0.010439459851639766
2016,1124,1242,0.0039719751382450855
2016,1124,1246,0.1783237234302825
2016,1124,1268,0.3511018223266789
2016,1124,1276,0.8054175775210854
2016,1124,1277,0.033298538629005926
2016,1124,1320,0.9033503411749431
2016,1124,1323,0.31957934558217294
2016,1124,1328,0.07109709446628572
2016,1124,1332,0.033508971357271926
2016,1124,1333,0.4067307306884748
2016,1124,1338,0.8886960280176632
2016,1124,1344,0.2874699288625834
2016,1124,1345,0.6537988020700772
2016,1124,1371,0.6956757069953872
2016,1124,1372,0.9846008340144775
2016,1124,1392,0.9691441103567294
2016,1124,1393,0.8058907689923608
2016,1124,1396,0.8205032264469926
2016,1124,1400,0.19237681594901743
2016,1124,1401,0.06146683983155251
2016,1124,1403,0.22001149454712216
2016,1124,1163,0.6287042302682382
2016,1124,1314,0.011206912218371298
2016,1124,1421,0.9889444000996217
2016,1124,1423,0.990470433253888
2016,1124,1425,0.7611745866234104
2016,1124,1428,0.022080392866899896
2016,1124,1433,0.848339825584286
2016,1124,1437,0.02685594102846485
2016,1124,1451,0.9901399698986902
2016,1124,1452,0.06914992338638527
2016,1124,1455,0.9243225130029764
2016,1124,1458,0.4450144166078751
2016,1124,1462,0.03659806694336373
2016,1124,1463,0.8690898417946632
2016,1124,1114,0.8030501930072231
2016,1124,1143,0.1832407035180265
2016,1124,1274,0.04559642724074664
2016,1124,1292,0.9918953635530743
2016,1124,1386,0.6396226720127172
2016,1124,1355,0.8954663778707653
2016,1124,1438,0.02975214358032964
2016,1138,1112,0.005882687777157478
2016,1138,1122,0.4735179580034651
2016,1138,1124,0.014797313404443636
2016,1138,1139,0.09197207482437401
2016,1138,1151,0.11629221912697503
2016,1138,1153,0.09465894353672624
2016,1138,1160,0.11675984969948608
2016,1138,1167,0.53905310534320094
2016,1138,1173,0.024891592691819883
2016,1138,1181,1.3503932117617088e-4
2016,1138,1195,0.4546931812800225
2016,1138,1201,0.6220483582724334
2016,1138,1211,0.04957336426253057
2016,1138,1453,0.5427562405874689
2016,1138,1214,0.4456062486702338
2016,1138,1218,0.2943913754799621
2016,1138,1221,0.4396666707441693
2016,1138,1231,0.007713152139243268
2016,1138,1233,0.6740071327871977
2016,1138,1234,0.018443165028567292
2016,1138,1235,1.5842515310994062e-4
2016,1138,1242,5.989164429820289e-5
2016,1138,1246,0.003249019603361796
2016,1138,1268,0.008061181509531223
2016,1138,1276,0.05853034815610866
2016,1138,1277,5.17089187466354e-4
2016,1138,1320,0.12310128988063494
2016,1138,1323,0.007004958702643258
2016,1138,1328,0.0011482589708578927
2016,1138,1332,5.204685100125892e-4
2016,1138,1333,0.01019209206339383
2016,1138,1338,0.10708089144967241
2016,1138,1344,0.00602313758252262
2016,1138,1345,0.0275820045745577
2016,1138,1371,0.03319453561949877
2016,1138,1372,0.48988168345717137
2016,1138,1392,0.32053460155864544
2016,1138,1393,0.058697103637434675
2016,1138,1396,0.06424551968205891
2016,1138,1400,0.0035649237619141535
2016,1138,1401,9.827013596091028e-4
2016,1138,1403,0.004218697839748672
2016,1138,1163,0.024801429984061336
2016,1138,1314,1.7020170611436737e-4
2016,1138,1421,0.5732929861538669
2016,1138,1423,0.6095399909881847
2016,1138,1425,0.04568290671258405
2016,1138,1428,3.3901090761643025e-4
2016,1138,1433,0.07750333552389611
2016,1138,1437,4.14324435747972e-4
2016,1138,1451,0.6013169292633265
2016,1138,1452,0.0011145125227109756
2016,1138,1455,0.15501179951725005
2016,1138,1458,0.011900097505970028
2016,1138,1462,5.702433040396989e-4
2016,1138,1463,0.0906712367253283
2016,1138,1114,0.057707235834369604
2016,1138,1143,0.0033583363277038827
2016,1138,1274,7.170418825427526e-4
2016,1138,1292,0.647662354580466
2016,1138,1386,0.025965577042227926
2016,1138,1355,0.11399521847770062
2016,1138,1438,4.603550146957736e-4
2016,1139,1112,0.055197861259827515
2016,1139,1122,0.8987818949067722
2016,1139,1124,0.12913690984304735
2016,1139,1138,0.908027925175626
2016,1139,1151,0.5650713094522448
2016,1139,1153,0.5079390250735352
2016,1139,1160,0.5661873472604267
2016,1139,1167,0.9202920244859533
2016,1139,1173,0.20129367526576167
2016,1139,1181,0.0013316295166888612
2016,1139,1195,0.8916845278918774
2016,1139,1201,0.9420261898369227
2016,1139,1211,0.3399163168771527
2016,1139,1453,0.9213790856560177
2016,1139,1214,0.8880872726852127
2016,1139,1218,0.8046539172794223
2016,1139,1221,0.885672000345098
2016,1139,1231,0.0712731395760853
2016,1139,1233,0.9532986574483006
2016,1139,1234,0.15647992962551796
2016,1139,1235,0.0015619146694986134
2016,1139,1242,5.909880918916416e-4
2016,1139,1246,0.031178321372852702
2016,1139,1268,0.07427442475659499
2016,1139,1276,0.380339708968753
2016,1139,1277,0.005081836219381437
2016,1139,1320,0.5808846836268169
2016,1139,1323,0.06511203787788826
2016,1139,1328,0.011222270001350568
2016,1139,1332,0.005114894775246799
2016,1139,1333,0.09227999193762929
2016,1139,1338,0.5421196150088615
2016,1139,1344,0.05644885968240869
2016,1139,1345,0.2187728355421288
2016,1139,1371,0.2531613953813018
2016,1139,1372,0.9045911164817592
2016,1139,1392,0.823242788625882
2016,1139,1393,0.3810522260677236
2016,1139,1396,0.40399392730459455
2016,1139,1400,0.03411685942569325
2016,1139,1401,0.00961821352754763
2016,1139,1403,0.040147825452904795
2016,1139,1163,0.20069605779030347
2016,1139,1314,0.001677844711356808
2016,1139,1421,0.9298957728984101
2016,1139,1423,0.9390702736093128
2016,1139,1425,0.3209342533768451
2016,1139,1428,0.003336971492226694
2016,1139,1433,0.45339253689969267
2016,1139,1437,0.004075586575810099
2016,1139,1451,0.93707061844961
2016,1139,1452,0.01089568568200791
2016,1139,1455,0.6442752337036716
2016,1139,1458,0.10626749381586308
2016,1139,1462,0.005601593110615931
2016,1139,1463,0.4960809835400031
2016,1139,1114,0.3768022641329973
2016,1139,1143,0.032196994700704175
2016,1139,1274,0.007034503040391525
2016,1139,1292,0.9477756869438693
2016,1139,1386,0.20835250865126706
2016,1139,1355,0.5595224796911679
2016,1139,1438,0.004526533757555198
2016,1151,1112,0.04303219601972699
2016,1151,1122,0.8723605036796027
2016,1151,1124,0.10244195323345733
2016,1151,1138,0.883707780873025
2016,1151,1139,0.4349286905477551
2016,1151,1153,0.4427494123755929
2016,1151,1160,0.5011356014843
2016,1151,1167,0.8988536308719257
2016,1151,1173,0.16246529952017355
2016,1151,1181,0.0010252538937901188
2016,1151,1195,0.8636914531594414
2016,1151,1201,0.925963175596826
2016,1151,1211,0.2838513633492801
2016,1151,1453,0.9002013637346818
2016,1151,1214,0.8593112054655034
2016,1151,1218,0.760217014943413
2016,1151,1221,0.8563753317529976
2016,1151,1231,0.05577361756070363
2016,1151,1233,0.9401605480677833
2016,1151,1234,0.1249436131093752
2016,1151,1235,0.001202619827126666
2016,1151,1242,4.549384532494016e-4
2016,1151,1246,0.02417115116097269
2016,1151,1268,0.0581630988173026
2016,1151,1276,0.3208482261438049
2016,1151,1277,0.003916012444898725
2016,1151,1320,0.5161534542871609
2016,1151,1323,0.05087894842094943
2016,1151,1328,0.00866003113632567
2016,1151,1332,0.003941517084234059
2016,1151,1333,0.07256914093971227
2016,1151,1338,0.47679389437494407
2016,1151,1344,0.044020319543927794
2016,1151,1345,0.1773213693262868
2016,1151,1371,0.2069200189442685
2016,1151,1372,0.8794827969305169
2016,1151,1392,0.7818882380039774
2016,1151,1393,0.32150711862828696
2016,1151,1396,0.3428496423966393
2016,1151,1400,0.026467309737395417
2016,1151,1401,0.007419460476127027
2016,1151,1403,0.031189701681612714
2016,1151,1163,0.16195958341573857
2016,1151,1314,0.0012919164232108348
2016,1151,1421,0.9107900287548494
2016,1151,1423,0.9222558444209453
2016,1151,1425,0.2667349988563486
2016,1151,1428,0.002570402880937248
2016,1151,1433,0.3896597904175524
2016,1151,1437,0.003139877954873426
2016,1151,1451,0.9197515128934856
2016,1151,1452,0.008407377670917576
2016,1151,1455,0.582294298465582
2016,1151,1458,0.08384490651777043
2016,1151,1462,0.004317049318590875
2016,1151,1463,0.43107997679351717
2016,1151,1114,0.3175805184670679
2016,1151,1143,0.02496678269065938
2016,1151,1274,0.0054231598490859035
2016,1151,1292,0.9331927308608715
2016,1151,1386,0.16844969251441294
2016,1151,1355,0.4943638503715601
2016,1151,1438,0.003487655322598216
2016,1153,1112,0.053564814138183287
2016,1153,1122,0.8958558930058164
2016,1153,1124,0.1256071710727174
2016,1153,1138,0.9053410564632738
2016,1153,1139,0.4920609749264649
2016,1153,1151,0.557250587624407
2016,1153,1160,0.5583710094119729
2016,1153,1167,0.9179310565507744
2016,1153,1173,0.19623607820789
2016,1153,1181,0.0012900568029330895
2016,1153,1195,0.888578790817246
2016,1153,1201,0.9402672078956281
2016,1153,1211,0.3328271373678344
2016,1153,1453,0.9190474843636725
2016,1153,1214,0.8848917062509256
2016,1153,1218,0.7996135394524471
2016,1153,1221,0.8824165991363735
2016,1153,1231,0.06919933339937386
2016,1153,1233,0.9518642167028911
2016,1153,1234,0.15233354843665142
2016,1153,1235,0.0015131634778597404
2016,1153,1242,5.725245250539543e-4
2016,1153,1246,0.030233160690897338
2016,1153,1268,0.07212007275330218
2016,1153,1276,0.37288371867158593
2016,1153,1277,0.0049237614313087765
2016,1153,1320,0.5731335079746415
2016,1153,1323,0.0632052986482353
2016,1153,1328,0.010875279682915698
2016,1153,1332,0.004955796795146511
2016,1153,1333,0.0896539621843026
2016,1153,1338,0.5342263695774543
2016,1153,1344,0.054780947316864524
2016,1153,1345,0.21339340172194343
2016,1153,1371,0.24720394542041155
2016,1153,1372,0.9018147015514039
2016,1153,1392,0.818573902493465
2016,1153,1393,0.37359068908871507
2016,1153,1396,0.396370844569349
2016,1153,1400,0.03308566006442864
2016,1153,1401,0.009320352801820992
2016,1153,1403,0.03894168646686962
2016,1153,1163,0.19564979799705526
2016,1153,1314,0.00162548094942173
2016,1153,1421,0.9277969519345189
2016,1153,1423,0.9372275825200137
2016,1153,1425,0.31405260511250604
2016,1153,1428,0.003232995819767345
2016,1153,1433,0.4455341252027857
2016,1153,1437,0.003948687802710739
2016,1153,1451,0.9351716269006998
2016,1153,1452,0.010558685453786814
2016,1153,1455,0.6369637242026911
2016,1153,1458,0.10328871221079823
2016,1153,1462,0.00542743904364855
2016,1153,1463,0.48814343404787336
2016,1153,1114,0.36937428339312023
2016,1153,1143,0.031221948453227674
2016,1153,1274,0.006816105029577352
2016,1153,1292,0.9461811841301799
2016,1153,1386,0.20316266834548447
2016,1153,1355,0.551681142407838
2016,1153,1438,0.0043856559783893734
2016,1160,1112,0.04284552528624958
2016,1160,1122,0.8718538604864154
2016,1160,1124,0.10202504279786073
2016,1160,1138,0.8832401503005138
2016,1160,1139,0.4338126527395733
2016,1160,1151,0.49886439851569997
2016,1160,1153,0.4416289905880271
2016,1160,1167,0.898439904917781
2016,1160,1173,0.1618481590754444
2016,1160,1181,0.0010206120700519288
2016,1160,1195,0.8631557974783655
2016,1160,1201,0.9256511655558252
2016,1160,1211,0.282928889845953
2016,1160,1453,0.8997925359264854
2016,1160,1214,0.8587611514573054
2016,1160,1218,0.7593880130251311
2016,1160,1221,0.8558157252710303
2016,1160,1231,0.05553488292727024
2016,1160,1233,0.9399044862847383
2016,1160,1234,0.12444782422841764
2016,1160,1235,0.0011971759437654956
2016,1160,1242,4.528775547154884e-4
2016,1160,1246,0.02406424093293528
2016,1160,1268,0.057914763535742035
2016,1160,1276,0.3198592196383794
2016,1160,1277,0.00389833382248132
2016,1160,1320,0.5150189548268816
2016,1160,1323,0.050660040952662105
2016,1160,1328,0.008621121263989274
2016,1160,1332,0.003923723776078515
2016,1160,1333,0.07226401644445314
2016,1160,1338,0.4756608585173215
2016,1160,1344,0.043829558717581325
2016,1160,1345,0.17665969978958077
2016,1160,1371,0.2061755824534425
2016,1160,1372,0.8790005032144705
2016,1160,1392,0.7811125873587198
2016,1160,1393,0.32051703961725897
2016,1160,1396,0.34182695127491625
2016,1160,1400,0.026350517728833133
2016,1160,1401,0.007386083009068233
2016,1160,1403,0.03105273590888103
2016,1160,1163,0.16134399391661086
2016,1160,1314,0.001286068842599873
2016,1160,1421,0.9104202612444315
2016,1160,1423,0.9219295280132155
2016,1160,1425,0.2658475016891843
2016,1160,1428,0.002558783333856206
2016,1160,1433,0.38858003373711897
2016,1160,1437,0.0031256921539400606
2016,1160,1451,0.9194156034920334
2016,1160,1452,0.008369593396871449
2016,1160,1455,0.5811890465924714
2016,1160,1458,0.08349664023013034
2016,1160,1462,0.00429756804846237
2016,1160,1463,0.42996630024993504
2016,1160,1114,0.31659688908036654
2016,1160,1143,0.02485644298345599
2016,1160,1274,0.005398714169658206
2016,1160,1292,0.9329089804958264
2016,1160,1386,0.16781437456899778
2016,1160,1355,0.49322842225102365
2016,1160,1438,0.003471903754463654
2016,1167,1112,0.005034605883890591
2016,1167,1122,0.4347348431212844
2016,1167,1124,0.012680441256024985
2016,1167,1138,0.46094689465679906
2016,1167,1139,0.07970797551404678
2016,1167,1151,0.1011463691280744
2016,1167,1153,0.08206894344922551
2016,1167,1160,0.10156009508221898
2016,1167,1173,0.021361965857409026
2016,1167,1181,1.1547503037857295e-4
2016,1167,1195,0.41623293631287916
2016,1167,1201,0.5846083508681026
2016,1167,1211,0.04269711235757707
2016,1167,1453,0.5037280349983105
2016,1167,1214,0.407340469467966
2016,1167,1218,0.2629519273622609
2016,1167,1221,0.40154151841960045
2016,1167,1231,0.006602932801496874
2016,1167,1233,0.6387248569871209
2016,1167,1234,0.01581309658663854
2016,1167,1235,1.354732177251504e-4
2016,1167,1242,5.1214076602673885e-5
2016,1167,1246,0.002779560765475359
2016,1167,1268,0.0069012157582247335
2016,1167,1276,0.050477670664887175
2016,1167,1277,4.4219857435586006e-4
2016,1167,1320,0.10717618183694629
2016,1167,1323,0.005996059679381033
2016,1167,1328,9.820451407964634e-4
2016,1167,1332,4.4508868374041526e-4
2016,1167,1333,0.008728196457411611
2016,1167,1338,0.09300845707833623
2016,1167,1344,0.005154912637116135
2016,1167,1345,0.023680142035898487
2016,1167,1371,0.028521989588911497
2016,1167,1372,0.45090617614223233
2016,1167,1392,0.2874405420469456
2016,1167,1393,0.0506227173330166
2016,1167,1396,0.055452855178072975
2016,1167,1400,0.0030499588262735255
2016,1167,1401,8.404323118540417e-4
2016,1167,1403,0.0036096352060897246
2016,1167,1163,0.021284309150166773
2016,1167,1314,1.455438841810308e-4
2016,1167,1421,0.5346364429655455
2016,1167,1423,0.5717140206274002
2016,1167,1425,0.03932396708542339
2016,1167,1428,2.899040927520594e-4
2016,1167,1433,0.0670261683706881
2016,1167,1437,3.543120819618896e-4
2016,1167,1451,0.5632651186017001
2016,1167,1452,9.53178927764079e-4
2016,1167,1455,0.1355969026133915
2016,1167,1458,0.010193406583072814
2016,1167,1462,4.8765807609388084e-4
2016,1167,1463,0.07856559038639442
2016,1167,1114,0.04976181754443989
2016,1167,1143,0.002873127577553783
2016,1167,1274,6.132096613260215e-4
2016,1167,1292,0.6111736579817459
2016,1167,1386,0.02228714004186782
2016,1167,1355,0.09911497562388136
2016,1167,1438,3.936780396558317e-4
2016,1173,1112,0.18818867430117336
2016,1173,1122,0.9724010652916546
2016,1173,1124,0.37042751542852687
2016,1173,1138,0.9751084073081802
2016,1173,1139,0.7987063247342383
2016,1173,1151,0.8375347004798265
2016,1173,1153,0.80376392179211
2016,1173,1160,0.8381518409245556
2016,1173,1167,0.978638034142591
2016,1173,1181,0.005262927842116786
2016,1173,1195,0.9702952317135382
2016,1173,1201,0.9847268833975723
2016,1173,1211,0.6714082454573185
2016,1173,1453,0.9789475725221191
2016,1173,1214,0.969218585520298
2016,1173,1218,0.9423435567100744
2016,1173,1221,0.9684921477949531
2016,1173,1231,0.23342589073875475
2016,1173,1233,0.9878040900177649
2016,1173,1234,0.4239869775705823
2016,1173,1235,0.006168871935075747
2016,1173,1242,0.002340855741644298
2016,1173,1246,0.1132335513190903
2016,1173,1268,0.2414799569848302
2016,1173,1276,0.7089153125611679
2016,1173,1277,0.01986444530519626
2016,1173,1320,0.8461390675125541
2016,1173,1323,0.21651555129640335
2016,1173,1328,0.04309319306463158
2016,1173,1332,0.019991735943706717
2016,1173,1333,0.28743380722542966
2016,1173,1338,0.8244955142631397
2016,1173,1344,0.19184175242498225
2016,1173,1345,0.5263247236536271
2016,1173,1371,0.5735638266476347
2016,1173,1372,0.9741067796512979
2016,1173,1392,0.9486659504822109
2016,1173,1393,0.7095385484819702
2016,1173,1396,0.7289649301067276
2016,1173,1400,0.12292449599175626
2016,1173,1401,0.03710460998845548
2016,1173,1403,0.14234080465697088
2016,1173,1163,0.49906968821903713
2016,1173,1314,0.006624475579388164
2016,1173,1421,0.9813542968253461
2016,1173,1423,0.9839109670149497
2016,1173,1425,0.6522052360334906
2016,1173,1428,0.013110810313747508
2016,1173,1433,0.7669655811236699
2016,1173,1437,0.0159781133168423
2016,1173,1451,0.9833568587187119
2016,1173,1452,0.04187840134044565
2016,1173,1455,0.8778469102951366
2016,1173,1458,0.3205558175171206
2016,1173,1462,0.021862904770797775
2016,1173,1463,0.7961741556088012
2016,1173,1114,0.7058026991779377
2016,1173,1143,0.11661048559073961
2016,1173,1274,0.027341151398108977
2016,1173,1292,0.9863031531469539
2016,1173,1386,0.5108342049659531
2016,1173,1355,0.8344435270664555
2016,1173,1438,0.017722591401930665
2016,1181,1112,0.9776858642380628
2016,1181,1122,0.9998498584847442
2016,1181,1124,0.9910880274118363
2016,1181,1138,0.9998649606788238
2016,1181,1139,0.9986683704833111
2016,1181,1151,0.99897474610621
2016,1181,1153,0.998709943197067
2016,1181,1160,0.9989793879299481
2016,1181,1167,0.9998845249696214
2016,1181,1173,0.9947370721578832
2016,1181,1195,0.9998380536941747
2016,1181,1201,0.999917946832995
2016,1181,1211,0.9974173472321932
2016,1181,1453,0.9998862340108067
2016,1181,1214,0.9998319985681821
2016,1181,1218,0.9996763935781404
2016,1181,1221,0.9998279054720003
2016,1181,1231,0.9829217572360046
2016,1181,1233,0.999934681811181
2016,1181,1234,0.9928634482586276
2016,1181,1235,0.5398502104088048
2016,1181,1242,0.30722941324743613
2016,1181,1246,0.9602147923749196
2016,1181,1268,0.9836526689428101
2016,1181,1276,0.9978322875733134
2016,1181,1277,0.7929880349999484
2016,1181,1320,0.9990388567845332
2016,1181,1323,0.9812144322612655
2016,1181,1328,0.8948671047575552
2016,1181,1332,0.7940558753461434
2016,1181,1333,0.9870536531416496
2016,1181,1338,0.9988750578105389
2016,1181,1344,0.9781978613381604
2016,1181,1345,0.995261039796266
2016,1181,1371,0.9960818017923079
2016,1181,1372,0.9998593830934243
2016,1181,1392,0.9997137885485107
2016,1181,1393,0.9978388146570144
2016,1181,1396,0.9980367098781616
2016,1181,1400,0.9636231667075483
2016,1181,1401,0.8792755231600734
2016,1181,1403,0.9691058908133734
2016,1181,1163,0.9947175546429098
2016,1181,1314,0.5576064124402272
2016,1181,1421,0.9998994855744748
2016,1181,1423,0.9999134921176169
2016,1181,1425,0.9971865817760601
2016,1181,1428,0.7151786639857967
2016,1181,1433,0.9983950344306011
2016,1181,1437,0.7542413932179565
2016,1181,1451,0.9999104626218288
2016,1181,1452,0.8920242323848012
2016,1181,1455,0.999264326407799
2016,1181,1458,0.9889101400013514
2016,1181,1462,0.8085990086091985
2016,1181,1463,0.9986473593211368
2016,1181,1114,0.9977995182507887
2016,1181,1143,0.9614639878482071
2016,1181,1274,0.8415958855632732
2016,1181,1292,0.9999265321412355
2016,1181,1386,0.9949591881130685
2016,1181,1355,0.9989513931648893
2016,1181,1438,0.7732505345766906
2016,1195,1112,0.00704675944534547
2016,1195,1122,0.5189155575592949
2016,1195,1124,0.017694021827547802
2016,1195,1138,0.5453068187199774
2016,1195,1139,0.10831547210812263
2016,1195,1151,0.13630854684055868
2016,1195,1153,0.111421209182754
2016,1195,1160,0.13684420252163468
2016,1195,1167,0.5837670636871208
2016,1195,1173,0.029704768286461767
2016,1195,1181,1.619463058252804e-4
2016,1195,1201,0.6637336359775262
2016,1195,1211,0.058871003063159504
2016,1195,1453,0.5873859408711605
2016,1195,1214,0.49082259996414507
2016,1195,1218,0.3334938606316574
2016,1195,1221,0.48480737259477763
2016,1195,1231,0.009236072547921989
2016,1195,1233,0.7126093499947557
2016,1195,1234,0.02203761733253678
2016,1195,1235,1.8999094860685674e-4
2016,1195,1242,7.182630741650953e-5
2016,1195,1246,0.0038939799577114563
2016,1195,1268,0.009652150027835633
2016,1195,1276,0.06938525645728252
2016,1195,1277,6.200735301700577e-4
2016,1195,1320,0.1440984962119103
2016,1195,1323,0.008389232302064403
2016,1195,1328,0.0013767749807177328
2016,1195,1332,6.241254639423619e-4
2016,1195,1333,0.0121984488467702
2016,1195,1338,0.12573734235907855
2016,1195,1344,0.007214799884679325
2016,1195,1345,0.03289786161135403
2016,1195,1371,0.03954809862409183
2016,1195,1372,0.5352531463981496
2016,1195,1392,0.3613313578825378
2016,1195,1393,0.06958065240216761
2016,1195,1396,0.07607470476000533
2016,1195,1400,0.004272325214721
2016,1195,1401,0.0011783084734746435
2016,1195,1403,0.005055172024320319
2016,1195,1163,0.02959770040972446
2016,1195,1314,2.0411346983728295e-4
2016,1195,1421,0.6170451309007916
2016,1195,1423,0.6518326828503014
2016,1195,1425,0.054292559908313484
2016,1195,1428,4.065433099627775e-4
2016,1195,1433,0.09153482581148391
2016,1195,1437,4.968521537943038e-4
2016,1195,1451,0.6439800735579952
2016,1195,1452,0.0013363216077013549
2016,1195,1455,0.1803326063484749
2016,1195,1458,0.014237845985614417
2016,1195,1462,6.838066663150505e-4
2016,1195,1463,0.10681066664062985
2016,1195,1114,0.06842058546291467
2016,1195,1143,0.0040249094332184075
2016,1195,1274,8.598148785537072e-4
2016,1195,1292,0.6879398198762837
2016,1195,1386,0.03097982631261741
2016,1195,1355,0.13367598953665377
2016,1195,1438,5.520463261275179e-4
2016,1201,1112,0.003582544362274075
2016,1201,1122,0.3533653451898934
2016,1201,1124,0.009043240422469014
2016,1201,1138,0.37795164172756657
2016,1201,1139,0.05797381016307727
2016,1201,1151,0.07403682440317402
2016,1201,1153,0.0597327921043719
2016,1201,1160,0.07434883444417487
2016,1201,1167,0.41539164913189747
2016,1201,1173,0.015273116602427687
2016,1201,1181,8.20531670050379e-5
2016,1201,1195,0.33626636402247373
2016,1201,1211,0.030717937867186598
