Season,TeamID,Games,WinPct,AvgPoints,AvgOppPoints,FG2_Pct,FG3_Pct,FT_Pct,ThreeP_Rate,OR_pg,DR_pg,Ast_pg,TO_pg,Stl_pg,Blk_pg,PF_pg,AvgOT,AdjEM,AdjOE,AdjDE,AdjTempo,RankAdjEM,CoachName,YearsNCAA,CareerTourneyWins,SOV,Seed_Num
2003,1113,29,0.6206896551724138,75,69,0.5237354085603113,0.3178082191780822,0.6697368421052632,0.22121212121212122,13,22,16,14,4,4,19,0.06896551724137931,16.7407,113.116,96.3758,66.8633,29,rob_evans,10,0,0.622051282051282,10
2003,1114,28,0.5714285714285714,71.5,70.5,0.4887525562372188,0.37109375,0.6926751592356688,0.3436241610738255,10,24,11,16,7,2,20,0.25,1.62778,102.482,100.854,66.1084,151,porter_moser,2,0,0.37173076923076925,17
2003,1115,28,0.14285714285714285,53.5,74,0.38740458015267176,0.2817796610169492,0.6389452332657201,0.3105263157894737,10.5,20.5,10,18.5,8,2,20.5,0.03571428571428571,-25.3529,77.5325,102.885,67.8508,321,van_holt,0,0,0.1630769230769231,17
2003,1116,28,0.32142857142857145,61,68,0.4375,0.3102189781021898,0.6094890510948905,0.35218508997429304,13.5,21.5,9,16,6,3,21,0,3.47722,98.372,94.8948,65.8679,123,stan_heath,1,0,0.5969230769230769,17
2003,1117,26,0.4230769230769231,68,70.5,0.4728950403690888,0.37117117117117115,0.7378815080789947,0.39029535864978904,10,21,12,12,7,1,22,0.038461538461538464,0.502675,107.819,107.317,66.5387,162,dickey_nutt,7,0,0.3558041958041958,17
2003,1119,25,0.12,54,66,0.44144144144144143,0.3559322033898305,0.6761006289308176,0.34705882352941175,8,22,13,17,5,2,18,0,-25.7098,85.7084,111.418,62.3014,323,jim_crews,17,0,0.24410256410256412,17
2003,1120,30,0.6333333333333333,69.5,65.5,0.5230234578627281,0.3448979591836735,0.6621621621621622,0.29859841560024375,12,22,14,16,7,4.5,16.5,0,12.8881,107.32,94.4324,66.7988,49,cliff_ellis,18,0,0.611336032388664,10
2003,1122,27,0.7407407407407407,71,66,0.5031847133757962,0.34913793103448276,0.691358024691358,0.33001422475106684,11,24,13,15,7,4,18,0.14814814814814814,3.1600799999999998,101.166,98.0055,64.2385,129,dave_loos,12,0,0.4453846153846154,13
2003,1123,30,0.43333333333333335,73.5,72.5,0.469558599695586,0.322,0.7259036144578314,0.2756339581036384,13,21,11,13,5.5,2,22.5,0.03333333333333333,-0.126444,106.689,106.816,70.1456,168,tim_buckley,2,0,0.45514792899408285,17
2003,1124,28,0.5,67.5,68.5,0.4619750283768445,0.34185733512786004,0.725050916496945,0.45751231527093594,11.5,22,13.5,12.5,8,3,15.5,0.03571428571428571,5.97579,106.542,100.566,65.783,101,dave_bliss,18,0,0.4378698224852071,17
2003,1125,28,0.5714285714285714,72.5,70,0.532967032967033,0.36757624398073835,0.7018867924528301,0.4063926940639269,10.5,24,17,17,9,1.5,18.5,0.10714285714285714,0.0944686,103.178,103.084,67.3033,166,rick_byrd,3,0,0.2865384615384615,17
2003,1126,30,0.26666666666666666,64.5,71.5,0.4353628023352794,0.3577405857740586,0.6931407942238267,0.28503279666070364,12,20,10,15,7.5,2,20,0.06666666666666667,-22.488,89.4864,111.974,67.1178,314,c_j_reed,1,0,0.05153846153846154,17
2003,1127,27,0.5185185185185185,65,67,0.4642857142857143,0.34966216216216217,0.6759259259259259,0.38341968911917096,11,25,13,15,7,6,18,0.037037037037037035,-3.58918,96.75,100.339,66.1739,198,al_walker,4,0,0.23450549450549452,17
2003,1128,26,0.6538461538461539,65.5,63.5,0.5102599179206566,0.3552397868561279,0.7231833910034602,0.43508500772797526,10,19.5,13,15,8,3.5,18,0,-6.81917,100.469,107.288,63.5021,230,duane_reboul,0,0,0.1290497737556561,17
2003,1129,28,0.42857142857142855,65,67.5,0.4613259668508287,0.29774127310061604,0.6974358974358974,0.30959949141767323,11,22,12,14,6.5,4,20,0.14285714285714285,-2.01083,95.9641,97.9749,66.8024,186,greg_graham,0,0,0.3515384615384615,17
2003,1130,29,0.6206896551724138,80,75,0.52,0.3445544554455445,0.6908602150537635,0.29190751445086704,14,22,18,12,7,2,19,0.10344827586206896,13.3094,117.913,104.603,67.911,47,al_skinner,14,0,0.6694017094017094,17
2003,1131,30,0.6666666666666666,66.5,62,0.47985004686035615,0.3396551724137931,0.7430555555555556,0.3521554341226472,11,25,13,14,5.5,4,20,0.06666666666666667,3.5351,102.761,99.2264,64.4276,122,dennis_wolff,8,0,0.28892307692307695,17
2003,1132,27,0.4074074074074074,66,72,0.4786729857819905,0.3658008658008658,0.7373271889400922,0.3537519142419602,8,22,13,17,8,3,22,0.037037037037037035,-1.66152,98.8259,100.487,66.2091,183,dan_dakich,5,0,0.4634965034965035,17
2003,1133,29,0.3793103448275862,72,75,0.4716312056737589,0.3592233009708738,0.7039764359351989,0.3134510042604991,11,22,12,13,7,1,20,0.10344827586206896,2.09811,103.349,101.251,68.7345,142,jim_les,0,0,0.3622377622377622,17
2003,1135,28,0.6071428571428571,71.5,73,0.5076297049847406,0.3702213279678068,0.7442857142857143,0.3358108108108108,9,24,15,15,7,3.5,17.5,0.07142857142857142,1.2177,105.936,104.718,70.6025,153,glen_miller,3,0,0.2579185520361991,17
2003,1137,28,0.4642857142857143,56,60,0.44244604316546765,0.3381742738589212,0.6371100164203612,0.3662613981762918,9,22,11.5,16,6,2,16.5,0,-5.80861,91.1532,96.9618,63.4128,220,pat_flannery,8,0,0.2235897435897436,17
2003,1138,28,0.17857142857142858,65,69,0.45339366515837104,0.29206963249516443,0.6716417910447762,0.3187422934648582,12.5,23,12,13,6,2,22.5,0,-10.1372,95.6086,105.746,66.8919,261,reggie_witherspoon,3,0,0.4055384615384615,17
2003,1139,29,0.8275862068965517,68,63,0.5413173652694611,0.38801261829652994,0.7229166666666667,0.4315861130020422,7,21,13,10,6,2,16,0.13793103448275862,15.3765,115.085,99.7088,58.7876,34,todd_lickliter,1,0,0.5003846153846154,12
2003,1140,31,0.7419354838709677,71,64,0.5078053259871441,0.384,0.753004005340454,0.3146633102580239,10,25,13,13,7,3,22,0.03225806451612903,18.2088,110.537,92.3283,65.663,24,steve_cleveland,5,0,0.6317056856187291,12
2003,1141,29,0.7931034482758621,80,71,0.5694444444444444,0.38076923076923075,0.7657534246575343,0.3403141361256545,11,24,15,18,7,3,21,0,10.3641,109.867,99.5025,71.9146,68,jay_smith,5,0,0.5246822742474916,11
2003,1142,29,0.5172413793103449,66,68,0.48585365853658535,0.3174061433447099,0.7163120567375887,0.3637492240844196,11,24,12,15,6,3,19,0.06896551724137931,-1.52285,98.2943,99.8171,69.265,182,kevin_bromley,2,0,0.3952820512820513,17
2003,1143,29,0.7241379310344828,75,70,0.5020678246484698,0.3765182186234818,0.6855123674911661,0.2900763358778626,11,22,17,14,7,3,18,0.10344827586206896,13.5863,109.401,95.8149,66.1487,45,ben_braun,17,0,0.5964835164835165,8
2003,1144,26,0.15384615384615385,62.5,79.5,0.48873873873873874,0.3497854077253219,0.698744769874477,0.34416543574593794,7,20,14,17,5.5,3,17,0.07692307692307693,-24.6134,92.2432,116.857,66.5347,318,billy_lee,17,0,0.11538461538461539,17
2003,1145,28,0.35714285714285715,71,70.5,0.47710241465445463,0.34368530020703936,0.7052401746724891,0.28681710213776723,11,26,15.5,15,8,3.5,19,0,-3.91186,99.281,103.193,68.6271,203,mike_macdonald,5,0,0.2286153846153846,17
2003,1147,24,0.4166666666666667,75,74,0.4955839057899902,0.31901840490797545,0.7696526508226691,0.24237918215613383,10,19,12,16.5,8,3,21,0,-8.35974,103.302,111.662,68.9452,244,kevin_johnson,3,0,0.14653846153846153,17
2003,1148,28,0.5357142857142857,66,67,0.49444444444444446,0.37593984962406013,0.7474949899799599,0.2697768762677485,12,22.5,11.5,15,5.5,1,15,0,-8.03403,101.261,109.295,61.6797,237,howie_dickenman,6,0,0.1778021978021978,17
2003,1149,26,0.46153846153846156,66,65.5,0.4967381174277726,0.2785515320334262,0.7452830188679245,0.2506983240223464,11,21,12,14.5,9.5,2,19,0.07692307692307693,-9.36369,94.1634,103.527,65.0919,252,jim_platt,6,0,0.15333333333333332,17
2003,1150,29,0.4482758620689655,64,68,0.4380952380952381,0.33285302593659943,0.6337308347529813,0.39793577981651373,14,23,15,13,8,2,19,0.1724137931034483,6.27427,104.798,98.5239,65.8984,99,bobby_lutz,4,0,0.6281656804733727,17
2003,1151,28,0.6785714285714286,78.5,72.5,0.5389048991354467,0.36860670194003525,0.759375,0.35261194029850745,12,23,15.5,15,7,3,18.5,0.03571428571428571,2.99013,110.525,107.535,69.3471,133,jeff_lebo,4,0,0.3447773279352227,17
2003,1152,30,0.1,63.5,75,0.47208931419457734,0.3323615160349854,0.6176961602671118,0.2147777082028804,12,20.5,12,18,7,1.5,21.5,0.03333333333333333,-18.1464,93.3801,111.527,65.7999,309,bo_ellis,4,0,0.23692307692307693,17
2003,1153,28,0.6071428571428571,65.5,57,0.43611911623439004,0.3424908424908425,0.6898839137645107,0.3440453686200378,12,24,12,10,5,4,18.5,0,15.3334,105.459,90.1252,66.3686,35,bob_huggins,18,0,0.6611764705882353,8
2003,1154,24,0.16666666666666666,63.5,69,0.44964028776978415,0.3135593220338983,0.6639004149377593,0.3614088820826952,11,22,13.5,16,8,2.5,18.5,0,-14.6473,89.6567,104.304,66.202,291,pat_dennis,10,0,0.18923076923076923,17
2003,1155,28,0.5357142857142857,70,65.5,0.47332185886402756,0.34704370179948585,0.6565495207667732,0.2508059316569955,12.5,22,12,13,8,2,18.5,0,5.53681,107.367,101.831,63.6906,107,larry_shyatt,5,0,0.4492307692307692,17
2003,1156,30,0.26666666666666666,66,73,0.4797742238946378,0.3710691823899371,0.6593059936908517,0.30974025974025976,9.5,21.5,13,16,7,5,20,0.1,-8.20924,97.6923,105.901,66.2006,243,rollie_massimino,16,0,0.3269230769230769,17
2003,1157,26,0.4230769230769231,67,70.5,0.46153846153846156,0.3686746987951807,0.7329192546583851,0.2904128761371588,12.5,22.5,11.5,15.5,6,2,21,0.038461538461538464,-10.8344,98.2842,109.119,65.4484,268,pete_strickland,4,0,0.22321678321678323,17
2003,1158,29,0.7586206896551724,71,69,0.46633663366336636,0.39078751857355126,0.6851211072664359,0.3998811645870469,10,23,15,13,7,4,18,0.10344827586206896,2.86759,102.821,99.9538,66.7468,135,tom_herrion,0,0,0.334965034965035,17
2003,1159,26,0.46153846153846156,65.5,65,0.47352342158859473,0.3525773195876289,0.6887755102040817,0.33060668029993184,10,21.5,14,15,6.5,2,19.5,0,-7.79173,97.5213,105.313,66.2481,236,emmett_davis,4,0,0.19153846153846155,17
2003,1160,31,0.6451612903225806,76,71,0.48249299719887956,0.32558139534883723,0.6752021563342318,0.24881641241451868,14,29,14,14,6,7,18,0.03225806451612903,15.8705,109.283,93.4129,69.8746,31,ricardo_patton,7,0,0.648,10
2003,1161,30,0.5666666666666667,74,72,0.5476973684210527,0.3631123919308357,0.7005494505494505,0.2220089571337172,11,23,14.5,15,5,4,21,0.03333333333333333,6.27421,111.597,105.323,67.1579,100,dale_layer,2,0,0.5330316742081448,14
2003,1162,27,0.07407407407407407,51,63,0.41312741312741313,0.3028953229398664,0.6712962962962963,0.366231647634584,9,22,10,17,5,3,18,0.037037037037037035,-22.7977,82.9693,105.767,60.0506,315,armond_hill,7,0,0.047692307692307694,17
2003,1163,30,0.7,76.5,70,0.5046594982078854,0.386411889596603,0.6742081447963801,0.25241157556270094,14,29,15,16,6,7.5,18,0.03333333333333333,18.3956,111.73,93.3341,71.1085,22,jim_calhoun,18,0,0.6401465201465202,5
2003,1164,28,0.39285714285714285,55,63,0.4506769825918762,0.3924050632911392,0.7312072892938497,0.23407407407407407,9.5,19,9,14.5,7,2,15,0.07142857142857142,-13.2526,94.2891,107.542,59.5495,286,fang_mitchell,16,0,0.08559440559440559,17
2003,1165,26,0.3076923076923077,58.5,70,0.4775212636695018,0.33540372670807456,0.6369710467706013,0.36983154670750384,8,21.5,12.5,15,8,2,17,0.038461538461538464,-14.9724,92.7032,107.676,64.9623,293,steve_donahue,2,0,0.19038461538461537,17
2003,1166,33,0.8787878787878788,80,65,0.5606557377049181,0.3890532544378698,0.6928895612708018,0.35654008438818563,11,23,18,13,8,5,17,0.030303030303030304,18.3096,113.03,94.7202,68.4145,23,dana_altman,13,0,0.5044031830238727,6
2003,1168,29,0.3448275862068966,62,64,0.4732547597461469,0.3458646616541353,0.6484098939929329,0.26564580559254325,12,18,11,13,6,2,18,0.20689655172413793,-7.64485,101.429,109.074,59.917,234,donny_daniels,2,0,0.3513846153846154,17
2003,1169,28,0.4642857142857143,69.5,69.5,0.4904030710172745,0.35343035343035345,0.7054908485856906,0.31582403151674326,11.5,22,12,15.5,8,2,22.5,0.17857142857142858,-2.69278,100.562,103.255,67.8891,191,bobby_braswell,6,0,0.3178698224852071,17
2003,1170,28,0.39285714285714285,63.5,71,0.4614643545279383,0.30902111324376197,0.6718213058419243,0.3341885824246312,11,22,13,17,8,3,21,0.07142857142857142,-8.97105,94.2364,103.207,69.271,248,jerome_jenkins,2,0,0.34909090909090906,17
2003,1171,26,0.2692307692307692,58.5,63.5,0.460431654676259,0.357504215851602,0.704,0.46040372670807456,6,21.5,13.5,13,6,2,19,0.11538461538461539,-12.3011,95.8343,108.135,60.5454,281,dave_faucher,11,0,0.1454945054945055,17
2003,1172,24,0.5833333333333334,78.5,72,0.49106078665077474,0.3907637655417407,0.7736263736263737,0.4015691868758916,11,28,15.5,19,6,1,19,0.041666666666666664,1.73974,103.063,101.324,70.386,149,bob_mckillop,13,0,0.32,17
2003,1173,29,0.8275862068965517,74,68,0.5087900723888314,0.3603305785123967,0.7155824508320726,0.3848600508905852,13,23,15,13,5,3,17,0.034482758620689655,15.8425,116.878,101.035,64.3077,32,oliver_purnell,14,0,0.6334615384615384,4
2003,1174,29,0.5172413793103449,67,70,0.44603033006244425,0.3377926421404682,0.7058823529411765,0.34787667248400234,11,24,13,14,8,4,19,0.06896551724137931,-0.422855,99.7174,100.14,69.0084,172,david_henderson,2,0,0.38769230769230767,17
2003,1175,27,0.5555555555555556,65,61,0.4825174825174825,0.3677685950413223,0.6868250539956804,0.36065573770491804,11,20,12,14,7,3,17,0.07407407407407407,-10.7369,98.1624,108.899,59.2699,266,greg_jackson,2,0,0.12492307692307693,17
2003,1176,32,0.53125,72,70,0.4449116904962153,0.3458333333333333,0.7279874213836478,0.3771608171817706,13,25,14,13,7,1,19.5,0.09375,2.57123,102.524,99.9524,67.3454,139,terry_carroll,1,0,0.3895022624434389,17
2003,1177,28,0.5714285714285714,70.5,64.5,0.4757630161579892,0.3324396782841823,0.7271241830065359,0.2508406186953598,12,23.5,11.5,14.5,6,2,17,0.07142857142857142,10.6752,105.344,94.6692,65.672,63,dave_leitao,2,0,0.5769230769230769,17
2003,1178,29,0.5862068965517241,72,65,0.5224489795918368,0.34656084656084657,0.7038391224862889,0.23580786026200873,11,23,15,12,6,2,19,0,10.4934,109.555,99.062,64.4842,66,perry_watson,9,0,0.3992760180995475,17
2003,1179,28,0.2857142857142857,62.5,72.5,0.5,0.34459459459459457,0.7314487632508834,0.3274336283185841,8,22,12.5,13,3,1,17,0.14285714285714285,-6.07562,101.844,107.919,62.3695,224,kurt_kanaskie,6,0,0.31,17
2003,1180,29,0.6206896551724138,71,64,0.47227191413237923,0.34386617100371747,0.6731793960923623,0.3248792270531401,11,25,14,14,7,4,18,0.06896551724137931,5.20964,102.084,96.8739,67.5887,110,bruiser_flint,6,0,0.3528205128205128,17
2003,1181,30,0.8,80.5,71.5,0.5041946308724832,0.3559870550161812,0.7090261282660333,0.3414364640883978,13,23,14,14,8,5,21,0.06666666666666667,22.8018,116.213,93.4116,71.0877,10,mike_krzyzewski,18,0,0.7206410256410256,3
2003,1182,30,0.3,69,75,0.47725245316681536,0.36637931034482757,0.6890343698854338,0.29274447949526816,10.5,22,12,18,7,3,19,0.1,-3.78403,99.6501,103.434,68.0355,201,danny_nee,18,0,0.3541880341880342,17
2003,1183,28,0.4642857142857143,76.5,75.5,0.47163695299837927,0.3787575150300601,0.7641843971631206,0.2879399884593191,13,22.5,15.5,13.5,6,2,20,0.03571428571428571,-1.14427,107.085,108.229,69.8432,180,rick_samuels,18,0,0.30272189349112427,17
2003,1184,24,0.2916666666666667,74.5,83,0.49514563106796117,0.32592592592592595,0.6937269372693727,0.28222996515679444,11,21.5,13.5,14,7,2,22,0,-10.7459,99.6893,110.435,71.3781,267,travis_ford,2,0,0.19692307692307692,17
2003,1185,26,0.46153846153846156,77,79.5,0.5191256830601093,0.3048780487804878,0.644,0.2718832891246684,12,24,15,14.5,5.5,3,21.5,0.07692307692307693,-3.6701,104.116,107.786,72.8703,200,jim_boone,6,0,0.44025641025641027,17
2003,1186,29,0.5862068965517241,71,67,0.5072859744990893,0.35142118863049093,0.7337192474674384,0.2606060606060606,8,22,16,16,8,3,21,0.06896551724137931,5.38983,102.673,97.2832,68.087,108,ray_giacoletti,2,0,0.391131221719457,17
2003,1187,25,0.4,65,63,0.45742574257425744,0.26903553299492383,0.6908713692946058,0.28062678062678065,12,24,12,12,5,4,18,0,0.570946,99.7587,99.1878,65.266,161,bill_herrion,11,0,0.48307692307692307,17
2003,1189,25,0.4,60,66,0.4572564612326044,0.3237822349570201,0.6586433260393874,0.25756457564575647,12,19,11,16,7,2,19,0.12,-14.6939,92.9476,107.642,63.3257,292,mark_simons,3,0,0.11384615384615385,17
2003,1190,27,0.6296296296296297,81,78,0.49439102564102566,0.3439024390243902,0.7388059701492538,0.24728588661037396,13,23,15,19,11,5,19,0,0.744035,101.21,100.466,75.186,160,ed_dechellis,6,0,0.3133031674208145,15
2003,1191,28,0.42857142857142855,67.5,74,0.5232678386763185,0.3914081145584726,0.7296,0.3023088023088023,9,23.5,16,16,5,3,21,0,-1.34491,106.105,107.45,67.6024,181,steve_merfeld,5,0,0.5643589743589743,17
2003,1192,29,0.5172413793103449,75,73,0.49797160243407707,0.351931330472103,0.7043795620437956,0.4148367952522255,10,21,14,14,6,2,19,0.20689655172413793,-11.8722,97.3218,109.194,68.0748,280,tom_green,18,0,0.2068131868131868,17
2003,1193,30,0.6333333333333333,69.5,69,0.47861178369652946,0.330749354005168,0.7223684210526315,0.23800738007380073,11.5,25,13,17,7.5,5,20,0.06666666666666667,1.11225,99.1574,98.0451,69.0316,155,tim_o'toole,4,0,0.4090688259109312,17
2003,1194,27,0.2222222222222222,71,79,0.4175642087821044,0.33524904214559387,0.6680080482897385,0.3019086176980914,13,22,11,17,9,3,23,0.1111111111111111,-13.4206,92.0855,105.506,72.1914,288,sidney_green,3,0,0.22564102564102564,17
2003,1196,31,0.7741935483870968,75,65,0.5309568480300187,0.39212827988338195,0.7052810902896082,0.3915525114155251,10,25,17,14,8,4,18,0.0967741935483871,23.6341,117.327,93.6932,65.2411,7,billy_donovan,8,0,0.6628205128205128,2
2003,1197,29,0.5862068965517241,69,69,0.45794392523364486,0.3883495145631068,0.6767241379310345,0.3908918406072106,13,24,12,17,7,2,20,0.20689655172413793,-11.01,98.1501,109.16,67.5303,269,mike_gillespie,1,0,0.10334841628959276,17
2003,1198,28,0.25,60,66,0.4377224199288256,0.3076923076923077,0.6105769230769231,0.23119015047879618,13.5,22,9.5,15.5,7.5,2,19,0.14285714285714285,-6.24604,95.1589,101.405,61.6371,226,donnie_marsh,2,0,0.36131868131868133,17
2003,1199,29,0.4827586206896552,71,69,0.4823209428830462,0.33273703041144903,0.6717557251908397,0.33634175691937424,10,24,14,15,9,4,19,0,8.65528,100.869,92.2138,67.5312,77,leonard_hamilton,14,0,0.5373626373626373,17
2003,1200,28,0.07142857142857142,64,76,0.4573721163490471,0.3339130434782609,0.6180422264875239,0.3657760814249364,11,22,12,17.5,7,3,22,0,-9.96932,97.3978,107.367,69.7204,259,bob_hill,3,0,0.2815384615384615,17
2003,1201,28,0.7142857142857143,71,65,0.49227974568574023,0.3546511627906977,0.7064393939393939,0.31910946196660483,14,25,15,15.5,7,4,19,0.14285714285714285,5.83418,105.122,99.2881,65.8013,102,ray_lopes,0,0,0.4267692307692308,17
2003,1202,28,0.39285714285714285,63.5,68.5,0.4563820018365473,0.3277661795407098,0.6909090909090909,0.305484693877551,13,23,13,14,6.5,3,17,0.03571428571428571,-7.67309,97.7712,105.444,63.0077,235,larry_davis,5,0,0.28307692307692306,17
2003,1203,29,0.41379310344827586,70,71,0.4850467289719626,0.33992094861660077,0.675392670157068,0.3210659898477157,13,23,13,16,6,3,20,0.034482758620689655,5.60481,107.556,101.951,68.599,106,karl_hobbs,1,0,0.41435897435897434,17
2003,1204,26,0.5,75,78,0.5004468275245755,0.35555555555555557,0.6414762741652021,0.28680688336520077,13,23.5,13,15,7.5,4,19,0,-7.33336,102.096,109.43,71.7445,232,jeff_price,3,0,0.2553846153846154,17
2003,1205,28,0.14285714285714285,63.5,75,0.4639076034648701,0.2993288590604027,0.699438202247191,0.41760089686098656,13,26,16,16.5,7,3,18,0.03571428571428571,-11.7311,90.7322,102.463,70.8899,278,rick_scruggs,0,0,0.2915384615384615,17
2003,1206,28,0.5714285714285714,66.5,58,0.4676390154968095,0.30413625304136255,0.6787564766839378,0.27254641909814326,13.5,24,11,16,7.5,1.5,17,0,4.26715,98.2072,93.94,64.9384,115,jim_larranaga,16,0,0.3819230769230769,17
2003,1207,29,0.5172413793103449,80,68,0.46086320409656184,0.327710843373494,0.7335127860026918,0.2328843995510662,13,24,15,16,8,6,21,0.1724137931034483,11.7906,105.452,93.6615,70.6919,53,craig_esherick,4,0,0.44246153846153846,17
2003,1208,27,0.7037037037037037,79,72,0.4978867286559594,0.3802521008403361,0.714041095890411,0.2869198312236287,12,25,17,11,7,4,15,0.1111111111111111,21.2649,121.297,100.032,67.1798,15,jim_harrick,17,0,0.7982186234817814,17
2003,1209,28,0.4642857142857143,74,72,0.5066079295154186,0.33463796477495106,0.710091743119266,0.31044957472660994,11.5,23.5,13,15.5,8,5,17,0.2857142857142857,-6.17239,101.551,107.723,66.738,225,michael_perry,0,0,0.17467455621301775,17
2003,1210,28,0.5,68,70.5,0.4834276475343573,0.3471615720524017,0.6773648648648649,0.27020648967551625,13.5,25,14.5,15,7.5,5,19,0,13.6113,107.696,94.085,69.0609,44,paul_hewitt,5,0,0.5663736263736264,17
2003,1211,31,0.7419354838709677,73,67,0.5195035460992907,0.3756345177664975,0.7212041884816754,0.343804537521815,12,26,17,15,6,3,18,0.0967741935483871,14.9545,112.337,97.3823,67.2433,37,mark_few,3,0,0.5214715719063545,9
2003,1212,28,0.35714285714285715,70,79.5,0.45601291364003227,0.3418467583497053,0.6989690721649484,0.2911899313501144,9.5,26,14,15.5,4,3.5,19.5,0.03571428571428571,-15.8085,95.9773,111.786,72.0256,296,larry_wright,3,0,0.13415384615384615,17
2003,1214,30,0.6333333333333333,72.5,70,0.5196428571428572,0.3212996389891697,0.6607407407407407,0.3309438470728793,12,23,14.5,17.5,8,3.5,22,0.03333333333333333,-8.20612,94.8483,103.054,69.9351,242,bobby_collins,0,0,0.13214574898785425,17
2003,1216,28,0.5357142857142857,63.5,62.5,0.4465682015638575,0.3357487922705314,0.63668430335097,0.2645367412140575,13,22.5,12,14,6.5,2,19,0.07142857142857142,-3.66967,98.2584,101.928,64.2099,199,larry_harrison,2,0,0.2237948717948718,17
2003,1217,26,0.4230769230769231,68.5,71,0.459,0.36996336996337,0.6782608695652174,0.35316946959896506,13,24,15,17,7,2,19.5,0.11538461538461539,-5.49157,98.5393,104.031,71.9645,216,frank_sullivan,11,0,0.2704895104895105,17
2003,1218,29,0.6206896551724138,68,66,0.49393414211438474,0.3493150684931507,0.6870967741935484,0.2751256281407035,10,23,16,14,7,3,18,0.10344827586206896,2.90871,101.293,98.3842,65.9876,134,riley_wallace,15,0,0.5365811965811965,17
2003,1219,27,0.25925925925925924,70,75,0.4884366327474561,0.3333333333333333,0.6484517304189436,0.28834759710335744,12,21,12,17,7,2,19,0.037037037037037035,-18.0336,95.5848,113.618,68.3012,308,jerry_steele,3,0,0.15868131868131868,17
2003,1220,29,0.27586206896551724,64,71,0.45635673624288425,0.32195121951219513,0.5883495145631068,0.36848412222887955,15,25,12,18,6,3,20,0,-9.74367,95.137,104.881,68.4034,257,tom_pecora,1,0,0.3457692307692308,17
2003,1221,29,0.8620689655172413,71,56,0.4977293369663942,0.3598130841121495,0.705607476635514,0.27992151733158926,12,24,15,14,8,4,18,0,10.1775,105.034,94.8568,65.3578,69,ralph_willard,12,0,0.30055384615384617,14
2003,1222,28,0.2857142857142857,57,65,0.45643153526970953,0.3035019455252918,0.6596736596736597,0.34776725304465494,11,27,10.5,16.5,5,4,18.5,0.03571428571428571,-4.47502,93.3523,97.8273,63.3394,210,ray_mccallum,9,0,0.48923076923076925,17
